Accession;Region;Zone;District;Locality;Lat;Long;Edate;Hdate;Mdate;GfilP;PL;Ptype;SC
18952;Oromiya;West Harerge;DOBA;Efa Aman kebele Gende Nolle NE Doba town near Agre. & Helth;09-12-14-N;41-05-47-E;7;52;100;48;24;2;5
18953;Oromiya;West Welega;META;Gende Ocuman Goro Muti kebele about 26 km SE of Chelenko tow;09-13-37-N;41-34-03-E;7;49;96;47;23;1;3
18954;Oromiya;West Harerge;TULO;Gende libo Kofakas kebele about 11 km E of Hirina town;09-13-24-N;41-08-33-E;7;55;101;46;24;3;5
18955;Oromiya;West Harerge;TULO;Gende Minjare about 8 km NW of Hirina town;09-11-00-N;41-05-16-E;7;52;99;47;40;2;4
18956;Oromiya;West Harerge;MESELA;Gende Tati lobu dekaba kebele about 8 km NW of Mesella town;09-05-09-N;41-07-42-E;5;54;99;45;25;3;5
18957;Oromiya;West Harerge;ODA BULTU;Gende Etabas Mekenissa 15 kebele about 14 km NW of Bedessa;08-54-18-N;40-43-13-E;7;54;101;47;19;3;4
18958;Oromiya;West Harerge;ODA BULTU;Gende Welambo kara Kurkura kebele about 15 km W of Bedele;08-52-18-N;40-40-06-E;7;55;101;46;18;3;5
18959;Oromiya;West Harerge;HABRO;Gende Motora Berada kebele about 13 km E of Galamso town;08-50-44-N;40-37-10-E;7;54;102;48;34;3;4
18960;Oromiya;West Harerge;HABRO;Gende Motora Berada kebele about 14.5Ge km E of Galamso town;08-51-03-N;40-37-43-E;7;53;103;50;28;3;4
18961;Oromiya;West Harerge;BOKE;Gende Sebo quldo kerssa kebele about 8 km Nof Boka town;08-45-53-N;40-38-55-E;7;56;99;43;27;3;4
18962;Oromiya;West Harerge;GEMACHIS;Gende Habro Welargi kebele about 12 km SW of Kunni town;08-56-29-N;40-50-17-E;7;57;102;45;29;3;5
18963;Oromiya;West Harerge;ANCHAR;Ahmed Biyan 22 kebele about 10 km N of Chelleka town;08-44-47-N;40-15-54-E;7;44;94;50;33;2;5
18964;Oromiya;West Harerge;ANCHAR;Ahmed Biyan 22 kebele about 10 km N of Chelleka town;08-44-46-N;40-15-52-E;7;45;95;50;32;3;3
18965;Oromiya;West Harerge;GUBA KORICHA;Gende Beyan fidi oda Anani kebele about 5 km SW of Kombolcha;08-56-58-N;40-32-12-E;7;54;100;46;36;3;5
18966;Oromiya;Bale;GINIR;Samira kebena kebele about 16 km W of Ginir town;07-12-29-N;40-33-52-E;7;44;94;50;32;2;3
18967;Oromiya;Bale;GOLOLCHA;Zone 1 Gere 6 Berkete kebelle about 2.5 km W of jara town;07-22-32-N;40-28-16-E;7;48;94;46;23;2;5
18968;Oromiya;Bale;GOLOLCHA;Zone 2 Gere 6 Berkete kebelle about 2.5 km W of jara town;07-23-32-N;40-28-53-E;7;44;95;51;24;2;2
18969;Oromiya;Bale;GOLOLCHA;Zone 2 Gere 6 Berkete kebelle about 2.5 km W of jara town;07-23-32-N;40-28-53-E;7;51;98;47;36;3;5
18970;Oromiya;Bale;GOLOLCHA;Zone 2 Gere 4 Berkete kebelle about 2 km N of jara town;07-22-50-N;40-29-03-E;7;51;100;49;20;3;4
18971;Oromiya;Bale;GORO;Chelelka Gulba duma Bole kebele about 10 km SW of Melyu town;06-56-41-N;40-19-56-E;5;46;97;51;23;2;3
18972;Oromiya;Bale;GORO;Gofe 1 Weltie cheffa kebele about 4 km SE of Goro town;06-58-22-N;40-29-17-E;5;50;98;48;39;2;5
18973;Oromiya;Bale;GORO;Zone 2 Welti Cheffa kebelle about 4 km SE of Goro town;06-58-19-N;40-29-24-E;5;52;100;48;28;3;5
18974;Oromiya;Bale;DELO MENA;Hade kumbi wabaro kebelle about 2 km W of Mana town;06-25-19-N;39-49-07-E;5;49;101;52;24;3;5
18975;Oromiya;Bale;DELO MENA;Befti Waharo kebele about 1 km W of Mana town;06-24-51-N;39-49-31-E;5;51;100;49;23;3;4
18976;Oromiya;Bale;SINANA;Zone 1 Gere 3 Besmena kebelle about 37 km S of Robe town;06-58-05-N;40-12-44-E;5;45;94;49;21;2;3
18977;Oromiya;Bale;AGARFA;Kebena Hora Mekona Cheffa kebele about  2 km N of Agarfa to;07-17-33-N;39-49-09-E;7;45;95;50;46;2;2
18978;Oromiya;Bale;GASERA;Beireba Beineba Guranda kebele about 7 km NE of Gasera town;07-24-21-N;40-14-51-E;8;45;94;49;25;2;2
18979;Oromiya;Bale;DINSHO;Zone Bonu Nano megalla Gere Myoo kebele;07-06-19-N;39-53-42-E;5;44;95;51;42;2;1
19091;Tigray;South Tigray;ENDERTA;NA;13-28-31-N;39-30-33-E;7;48;98;50;40;3;5
19092;Tigray;South Tigray;ENDERTA;NA;13-26-20-N;39-33-37-E;7;45;98;53;40;2;4
19093;Tigray;South Tigray;ENDERTA;NA;13-25-01-N;39-33-13-E;7;46;98;52;35;2;2
19094;Tigray;NA;HAIK HIKET;NA;13-23-01-N;39-31-43-E;7;48;98;50;26;2;2
19095;Tigray;South Tigray;ENDERTA;NA;13-22-27-N;39-31-44-E;5;57;102;45;33;3;5
19096;Tigray;South Tigray;ADIGUDEM;NA;13-20-33-N;39-31-43-E;8;45;95;50;27;2;2
19097;Tigray;South Tigray;ADIGUDEM;NA;13-16-42-N;39-30-56-E;7;45;94;49;18;2;2
19099;Tigray;South Tigray;ENDERTA;NA;13-28-31-N;39-30-33-E;7;45;94;49;29;2;2
19100;Tigray;South Tigray;HINTALO WAJIRAT;NA;13-12-49-N;39-30-58-E;7;48;103;55;32;3;2
19101;Tigray;South Tigray;HINTALO WAJIRAT;NA;13-12-10-N;39-31-09-E;8;44;94;50;25;2;5
19102;Tigray;South Tigray;HINTALO WAJIRAT;NA;13-10-52-N;39-31-03-E;8;44;94;50;23;3;4
19103;Tigray;South Tigray;HINTALO WAJIRAT;NA;13-10-37-N;39-30-48-E;8;54;98;44;24;3;5
19104;Tigray;South Tigray;WAJIRAT;NA;13-10-34-N;39-30-48-E;5;52;98;46;23;3;5
19105;Tigray;South Tigray;ADIGUDEM;NA;13-08-43-N;39-30-10-E;5;45;94;49;23;2;5
19106;Tigray;South Tigray;ADIGUDEM;NA;13-08-39-N;39-29-57-E;5;48;98;50;39;3;3
19107;Tigray;South Tigray;ADIGUDEM;NA;13-07-17-N;39-29-51-E;7;52;101;49;21;3;5
19108;Tigray;South Tigray;ADIGUDEM;NA;13-05-35-N;39-30-14-E;7;54;103;49;46;3;5
19109;Tigray;South Tigray;ADIGUDEM;NA;13-05-37-N;39-30-14-E;7;47;97;50;25;3;5
19110;Tigray;South Tigray;ADIGUDEM;NA;13-04-32-N;39-31-59-E;7;51;98;47;42;3;4
19111;Tigray;South Tigray;ADIGUDEM;NA;13-04-05-N;39-32-21-E;7;45;95;50;40;1;1
19112;Tigray;NA;NA;NA;12-54-00-N;39-31-15-E;7;50;97;47;21;2;3
19113;Tigray;South Tigray;ADIGUDEM;NA;13-03-24-N;39-29-38-E;7;55;97;42;35;2;5
19114;Tigray;South Tigray;HINTALO WAJIRAT;NA;13-04-25-N;39-29-35-E;5;55;101;46;26;3;4
19115;Tigray;South Tigray;ADIGUDEM;NA;13-04-25-N;39-29-34-E;7;47;101;54;27;3;5
19116;Tigray;South Tigray;ENDERTA;NA;13-27-24-N;39-28-59-E;7;45;98;53;24;2;5
19117;Tigray;South Tigray;ENDERTA;NA;13-27-34-N;39-28-27-E;7;45;95;50;18;2;2
19118;Tigray;South Tigray;ENDERTA;NA;13-26-21-N;39-27-41-E;8;46;97;51;23;2;2
19119;Tigray;South Tigray;ENDERTA;NA;13-24-17-N;39-26-07-E;7;45;95;50;40;2;2
19120;Tigray;South Tigray;ENDERTA;NA;13-23-21-N;39-29-24-E;7;44;95;51;38;2;2
19121;Tigray;South Tigray;HINTALO;NA;13-21-34-N;39-23-15-E;5;45;95;50;36;2;5
19122;Tigray;South Tigray;ENDERTA;NA;13-34-25-N;39-26-36-E;5;44;94;50;33;2;2
19123;Tigray;South Tigray;ENDERTA;NA;13-35-01-N;39-25-43-E;5;44;94;50;32;2;2
19124;Tigray;South Tigray;ENDERTA;NA;13-35-01-N;39-25-43-E;5;45;93;48;23;2;4
19125;Tigray;South Tigray;ENDERTA;NA;13-36-17-N;39-23-03-E;5;50;96;46;18;3;4
19126;Tigray;South Tigray;ENDERTA;NA;13-35-54-N;39-22-49-E;5;45;94;49;29;3;4
19127;Tigray;Central Tigray;DEGO TEMBEN;NA;13-37-27-N;39-20-50-E;5;46;101;55;24;2;2
19128;Tigray;Central Tigray;TANQEEA ABERGELE;NA;13-33-27-N;39-01-56-E;7;41;83;42;23;2;2
19129;Tigray;Central Tigray;HAGERE SELAM;NA;13-34-33-N;39-07-07-E;7;47;97;50;39;2;2
19130;Tigray;Central Tigray;HAGERE SELAM;NA;13-34-33-N;39-07-07-E;8;44;93;49;21;2;3
19131;Tigray;Central Tigray;HAGERE SELAM;NA;13-34-50-N;39-07-04-E;5;43;94;51;25;3;4
19132;Tigray;Central Tigray;HAGERE SELAM;NA;13-35-29-N;39-07-10-E;7;48;95;47;23;3;5
19133;Tigray;Central Tigray;HAGERE SELAM;NA;13-37-52-N;39-09-31-E;7;50;96;46;53;3;4
19134;Tigray;Central Tigray;HAGERE SELAM;NA;13-38-50-N;39-08-49-E;7;53;100;47;24;3;4
19135;Tigray;Central Tigray;HAGERE SELAM;NA;13-38-39-N;39-08-11-E;8;45;94;49;18;3;4
19136;Tigray;Central Tigray;HAGERE SELAM;NA;13-38-32-N;39-08-19-E;7;43;94;51;23;3;5
19137;Tigray;Central Tigray;AGBE;NA;13-31-20-N;39-02-45-E;7;45;88;43;40;3;5
19138;Tigray;Central Tigray;ABERGELE;NA;13-28-46-N;39-01-59-E;5;44;88;44;46;2;3
19139;Tigray;Central Tigray;ABERGELE;NA;13-26-17-N;39-38-59-E;7;43;84;41;38;3;2
19140;Tigray;Central Tigray;ABERGELE;NA;13-23-36-N;38-53-11-E;7;45;94;49;25;2;2
19141;Tigray;Central Tigray;ABERGELE;NA;13-22-51-N;38-52-40-E;7;43;85;42;36;3;2
19142;Tigray;Central Tigray;ABERGELE;NA;13-22-35-N;38-50-42-E;7;45;85;40;42;2;3
19143;Tigray;Central Tigray;KOLA TEMBEN;NA;13-38-42-N;38-58-08-E;7;51;96;45;40;3;4
19144;Tigray;Central Tigray;KOLA TEMBEN;NA;13-38-42-N;38-38-58-E;8;45;95;50;35;2;5
19145;Tigray;Central Tigray;KOLA TEMBEN;NA;13-38-49-N;38-38-59-E;7;49;96;47;40;2;5
19146;Tigray;Central Tigray;KOLA TEMBEN;NA;13-40-51-N;38-59-41-E;7;49;96;47;27;2;4
19147;Tigray;Central Tigray;WERKAMBA;NA;13-43-42-N;38-59-21-E;5;44;94;50;37;2;4
19150;Tigray;Central Tigray;WERKAMBA;NA;13-48-03-N;38-59-47-E;5;50;96;46;33;3;5
19151;Tigray;Central Tigray;TEMBEN WERKA;NA;13-48-03-N;38-59-48-E;7;44;95;51;32;3;3
19152;Tigray;Central Tigray;TEMBEN;NA;13-50-29-N;38-59-58-E;7;44;95;51;23;3;4
19153;Tigray;Central Tigray;KOLA TEMBEN;NA;13-50-30-N;38-59-58-E;7;43;85;42;36;3;3
19154;Tigray;Central Tigray;TEMBEN WERKA;NA;13-50-31-N;39-00-00-E;8;42;84;42;23;3;2
19155;Tigray;Central Tigray;WERIE;NA;13-51-29-N;39-01-14-E;9;44;90;46;39;3;4
19156;Tigray;Central Tigray;WERIE;NA;13-51-29-N;39-01-14-E;7;44;95;51;21;3;4
19157;Tigray;Central Tigray;WERIE LEHE;NA;13-57-30-N;38-58-15-E;7;43;86;43;46;3;4
19158;Tigray;Central Tigray;WERIE LEHE;NA;13-37-30-N;38-58-15-E;7;43;85;42;29;2;2
19159;Tigray;Central Tigray;ADWA;NA;14-08-50-N;38-54-37-E;5;44;94;50;25;2;4
19160;Tigray;Central Tigray;ADWA;NA;14-09-51-N;38-56-11-E;7;48;93;45;25;3;4
19161;Tigray;Central Tigray;ADWA;NA;14-09-18-N;38-56-02-E;7;45;94;49;23;2;4
19162;Tigray;Central Tigray;ADWA;NA;14-09-02-N;38-57-01-E;7;44;94;50;19;3;4
19163;Tigray;Central Tigray;ADWA;NA;14-09-02-N;38-57-01-E;7;45;95;50;24;2;3
19164;Tigray;Central Tigray;ADWA;NA;14-08-26-N;38-56-54-E;7;45;94;49;18;2;2
19165;Tigray;Central Tigray;ADWA;NA;14-08-16-N;38-57-05-E;7;47;100;53;23;2;4
19167;Tigray;Central Tigray;ADWA;NA;14-07-16-N;38-57-26-E;5;45;94;49;40;2;4
19168;Tigray;Central Tigray;ADWA;NA;14-05-44-N;38-58-15-E;5;44;95;51;38;2;3
19169;Tigray;Central Tigray;ADWA;NA;14-05-44-N;38-58-15-E;7;45;95;50;42;3;4
19170;Tigray;Central Tigray;ADWA;NA;14-04-46-N;38-58-19-E;7;44;95;51;40;3;4
19171;Tigray;Central Tigray;RAMA;NA;14-20-50-N;38-48-36-E;7;42;83;41;36;2;2
19172;Tigray;Central Tigray;RAMA;NA;14-20-49-N;38-48-36-E;7;42;83;41;33;2;2
19173;Tigray;Central Tigray;RAMA;NA;14-21-48-N;38-48-16-E;5;40;83;43;32;2;2
19174;Tigray;Central Tigray;RAMA;NA;14-21-49-N;38-48-16-E;5;43;85;42;35;3;4
19175;Tigray;Central Tigray;ADWA;NA;14-23-46-N;38-48-00-E;7;43;85;42;23;2;1
19176;Tigray;Central Tigray;ADWA;NA;14-09-03-N;38-53-08-E;5;45;92;47;40;3;2
19177;Tigray;Central Tigray;ADWA;NA;14-08-59-N;38-53-02-E;8;48;93;45;24;3;2
19178;Tigray;Central Tigray;ADWA;NA;14-08-34-N;38-52-24-E;7;43;94;51;27;3;5
19179;Tigray;Central Tigray;ADWA;NA;14-07-58-N;38-52-26-E;5;44;94;50;37;3;3
19180;Tigray;Central Tigray;ADWA;NA;14-12-45-N;38-53-17-E;7;45;98;53;23;2;4
19181;Tigray;Central Tigray;ADWA;NA;14-13-37-N;38-53-05-E;7;45;98;53;39;2;4
19182;Tigray;Central Tigray;ADWA;NA;14-13-27-N;38-53-05-E;7;48;95;47;29;3;4
19183;Tigray;Central Tigray;ADWA;NA;14-13-35-N;38-53-08-E;8;43;94;51;25;3;3
19184;Tigray;Central Tigray;ADWA;NA;14-16-08-N;38-50-48-E;7;45;95;50;21;2;3
19185;Tigray;Central Tigray;RAMA;NA;14-18-58-N;38-48-38-E;5;42;85;43;46;3;2
19186;Tigray;South Tigray;ENDERTA;NA;13-25-20-N;39-33-15-E;7;43;94;51;25;2;2
19187;Tigray;South Tigray;ENDERTA;NA;13-25-32-N;39-34-35-E;7;46;115;69;42;2;2
19188;Tigray;South Tigray;ENDERTA;NA;13-25-24-N;39-35-48-E;5;45;97;52;39;3;2
19189;Tigray;South Tigray;ENDERTA;NA;13-31-40-N;39-30-43-E;7;45;94;49;47;3;5
19190;Tigray;South Tigray;ENDERTA;NA;13-31-41-N;39-30-43-E;7;43;94;51;24;3;5
19191;Tigray;South Tigray;ENDERTA;NA;13-31-39-N;39-31-02-E;8;48;95;47;18;3;5
19192;Tigray;South Tigray;ENDERTA;NA;13-31-35-N;39-31-04-E;7;55;98;43;23;3;5
19193;Tigray;South Tigray;ENDERTA;NA;13-31-35-N;39-31-04-E;7;49;96;47;40;3;5
19194;Tigray;South Tigray;ENDERTA;NA;13-31-50-N;39-31-32-E;7;51;97;46;38;3;5
19195;Tigray;South Tigray;ENDERTA;NA;13-31-33-N;39-31-18-E;8;43;95;52;40;2;4
19196;Tigray;South Tigray;ENDERTA;NA;13-31-33-N;39-31-18-E;5;52;96;44;36;3;5
19197;Tigray;South Tigray;ENDERTA;NA;13-34-55-N;39-32-45-E;5;51;98;47;47;3;5
19198;Tigray;South Tigray;ENDERTA;NA;13-36-00-N;39-34-18-E;7;43;94;51;35;2;4
19199;Tigray;East Tigray;KILTO AWLALO;NA;13-36-56-N;39-34-22-E;7;44;94;50;40;2;3
19200;Tigray;East Tigray;HULET AWLALO;NA;13-37-48-N;39-34-01-E;8;45;94;49;32;3;2
19201;Tigray;East Tigray;HULET AWLALO;NA;13-40-43-N;39-34-22-E;7;49;96;47;23;3;5
19202;Tigray;East Tigray;KILTO AWLALO;NA;13-45-16-N;39-35-41-E;5;45;95;50;27;2;5
19203;Tigray;East Tigray;KILTO AWLALO;NA;13-41-24-N;39-35-47-E;7;44;95;51;37;2;2
19204;Tigray;East Tigray;WUKRO;NA;13-48-36-N;39-35-45-E;7;44;95;51;29;2;2
19205;Tigray;East Tigray;WUKRO;NA;13-49-10-N;39-31-41-E;7;43;94;51;25;2;5
19206;Tigray;East Tigray;WUKRO;NA;13-49-45-N;39-31-39-E;7;43;86;43;23;2;5
19207;Tigray;East Tigray;WUKRO;NA;13-50-41-N;39-31-52-E;5;44;95;51;21;2;4
19208;Tigray;East Tigray;WUKRO;NA;13-50-58-N;39-29-39-E;7;43;98;55;24;2;4
19209;Tigray;East Tigray;WUKRO;NA;13-51-13-N;39-29-00-E;7;43;98;55;18;2;2
19210;Tigray;East Tigray;WUKRO;NA;13-51-13-N;39-29-00-E;5;43;98;55;23;2;2
19211;Tigray;East Tigray;HAWZEN;NA;13-53-03-N;39-25-28-E;7;50;112;62;24;4;4
19212;Tigray;East Tigray;HAWZEN;NA;13-54-54-N;39-23-38-E;5;45;95;50;40;2;4
19213;Tigray;East Tigray;HAWZEN;NA;13-58-31-N;39-25-42-E;7;55;102;47;23;3;4
19214;Tigray;East Tigray;HAWZEN;NA;14-00-12-N;39-25-25-E;7;42;86;44;38;2;2
19215;Tigray;East Tigray;HAWZEN;NA;14-01-19-N;39-22-51-E;7;43;93;50;36;2;3
19216;Tigray;Central Tigray;EDEGA ARBI;NA;14-02-08-N;39-19-28-E;7;43;85;42;33;2;2
19217;Tigray;Central Tigray;EDEGA ARBI;NA;14-04-49-N;39-17-38-E;7;43;94;51;39;3;4
19218;Tigray;Central Tigray;EDEGA ARBI;NA;14-04-28-N;39-15-36-E;5;44;95;51;21;3;2
19219;Tigray;Central Tigray;EDEGA ARBI;NA;14-02-29-N;39-14-43-E;5;43;93;50;46;3;2
19220;Tigray;Central Tigray;EDEGA ARBI;NA;14-03-16-N;39-12-46-E;5;42;86;44;25;3;2
19221;Tigray;Central Tigray;EDEGA ARBI;NA;14-03-00-N;39-10-59-E;5;45;95;50;33;3;2
19222;Tigray;Central Tigray;WERIE LEHE;NA;14-02-30-N;39-08-59-E;7;44;95;51;40;3;2
19223;Tigray;Central Tigray;WERIE LEHE;NA;14-01-40-N;39-00-46-E;7;44;94;50;35;3;2
19224;Tigray;Central Tigray;WERIE LEHE;NA;14-01-47-N;39-00-48-E;8;43;94;51;19;2;2
19225;Tigray;Central Tigray;EDEGA ARBI;NA;14-01-50-N;38-59-00-E;5;42;85;43;16;2;2
19226;Tigray;Central Tigray;EDEGA ARBI;NA;14-02-02-N;38-58-21-E;5;42;89;47;40;3;2
19227;Tigray;Central Tigray;LAELAY MAYCHEW;NA;14-07-23-N;38-45-57-E;5;48;100;52;27;2;5
19228;Tigray;Central Tigray;LAELAY MAYCHEW;NA;14-07-37-N;38-45-45-E;5;43;95;52;37;3;5
19229;Tigray;Central Tigray;LAELAY MAYCHEW;NA;14-08-17-N;38-47-18-E;5;45;95;50;29;3;4
19230;Tigray;Central Tigray;AXUM;NA;14-08-28-N;38-47-56-E;5;54;102;48;25;3;5
19231;Tigray;Central Tigray;AXUM;NA;14-08-31-N;38-47-59-E;5;48;102;54;23;3;5
19232;Tigray;Central Tigray;ADWA;NA;14-09-13-N;38-49-38-E;7;45;94;49;21;3;2
19233;Tigray;Central Tigray;ADWA;NA;14-09-13-N;38-51-05-E;5;45;94;49;24;3;2
19234;Tigray;Central Tigray;ADWA;NA;14-14-09-N;38-52-11-E;5;45;88;43;18;3;4
19235;Tigray;Central Tigray;AXUM;NA;14-07-11-N;38-45-20-E;5;49;98;49;23;3;4
19236;Tigray;Central Tigray;AXUM;NA;14-06-52-N;38-45-51-E;7;45;95;50;40;3;4
19237;Tigray;Central Tigray;AXUM;NA;14-06-27-N;38-46-14-E;5;48;101;53;38;3;5
19238;Tigray;Central Tigray;AXUM;NA;14-06-46-N;38-38-39-E;7;43;94;51;35;2;2
19239;Tigray;Western Tigray;SELKLAKA;NA;14-06-25-N;38-27-56-E;7;48;98;50;36;3;4
19240;Tigray;Western Tigray;SELKLAKA;NA;14-05-36-N;38-29-52-E;8;49;100;51;33;3;2
19241;Tigray;Western Tigray;TAHTAY KORARO;NA;14-04-26-N;38-23-27-E;8;48;95;47;38;3;5
19242;Tigray;NA;NA;NA;14-04-42-N;38-22-55-E;5;51;103;52;39;3;4
19243;Tigray;Western Tigray;TAHTAY KORARO;NA;14-05-22-N;38-49-22-E;5;49;102;53;35;3;4
19244;Tigray;Western Tigray;TAHTAY KORARO;NA;14-05-22-N;38-19-10-E;7;46;101;55;46;3;3
19245;Tigray;Central Tigray;ADWA;NA;14-12-51-N;38-56-21-E;7;44;100;56;28;3;2
19246;Tigray;Central Tigray;ADWA;NA;14-13-16-N;38-56-25-E;7;45;99;54;39;3;4
19247;Tigray;Central Tigray;ADWA;NA;14-13-16-N;38-56-25-E;7;44;94;50;20;3;4
19248;Tigray;Central Tigray;ADWA;NA;14-15-14-N;38-56-48-E;5;45;94;49;18;2;5
19249;Tigray;Central Tigray;ADWA;NA;14-15-47-N;38-56-54-E;7;45;95;50;28;2;4
19250;Tigray;Central Tigray;ADWA;NA;14-16-18-N;38-57-28-E;7;43;94;51;20;3;4
19251;Tigray;Central Tigray;ADWA;NA;14-21-38-N;38-58-03-E;5;43;90;47;38;3;4
19252;Tigray;Central Tigray;ADWA;NA;14-13-53-N;39-00-40-E;5;44;97;53;20;3;2
19253;Tigray;Central Tigray;ADWA;NA;14-14-12-N;39-00-49-E;5;44;94;50;25;3;4
19254;Tigray;Central Tigray;ADWA;NA;14-09-01-N;38-53-18-E;7;42;86;44;25;2;3
19255;Tigray;NA;ADI AFESHOM;NA;14-16-19-N;39-03-39-E;7;43;94;51;20;2;3
19256;Tigray;NA;ADI AFESHOM;NA;14-17-35-N;39-04-39-E;7;43;94;51;20;2;3
19257;Tigray;NA;AHIFEROM;NA;14-19-05-N;39-03-12-E;7;43;94;51;20;2;3
19258;Tigray;NA;AHIFEROM;NA;14-19-05-N;39-03-12-E;8;43;94;51;20;2;2
19259;Tigray;NA;ADI AHIFEROM;NA;14-19-11-N;39-02-43-E;8;44;94;50;26;3;2
19260;Tigray;NA;ADI AHIFEROM;NA;14-19-31-N;39-02-12-E;8;44;94;50;25;2;2
19261;Tigray;Central Tigray;ADWA;NA;14-13-25-N;39-00-25-E;8;43;94;51;24;3;2
19262;Tigray;Central Tigray;ADWA;NA;14-13-22-N;39-01-09-E;7;43;94;51;25;3;5
19263;Tigray;Central Tigray;ADWA;NA;14-12-05-N;39-03-12-E;7;43;94;51;26;2;2
19264;Tigray;NA;ADI AHIFEROM;NA;14-09-52-N;39-06-35-E;7;45;94;49;24;2;4
19265;Tigray;Central Tigray;ADWA;NA;14-11-55-N;39-02-08-E;7;44;94;50;25;2;4
19266;Tigray;NA;ADI NEFAS;NA;14-11-18-N;39-01-05-E;5;45;94;49;19;2;4
19267;Tigray;NA;ADI AHIFEROM;NA;14-19-30-N;39-11-59-E;5;45;97;52;38;3;4
19268;Tigray;NA;AHIFEROM;NA;14-19-06-N;39-11-00-E;7;44;94;50;18;2;2
19269;Tigray;NA;ADI AHIFEROM;NA;14-17-25-N;39-09-43-E;7;43;85;42;34;2;4
19270;Tigray;Central Tigray;ADWA;NA;14-15-27-N;39-01-15-E;7;43;95;52;20;3;4
19271;Tigray;Central Tigray;AXUM;NA;14-05-57-N;38-47-01-E;7;55;101;46;28;3;4
19272;Tigray;Central Tigray;AXUM;NA;14-05-43-N;38-47-03-E;7;48;94;46;27;2;3
19273;Tigray;Central Tigray;AXUM;NA;14-05-43-N;38-47-03-E;7;56;101;45;34;3;4
19274;Tigray;Central Tigray;AXUM;NA;14-05-39-N;38-47-05-E;7;54;101;47;28;3;5
19275;Tigray;Central Tigray;AXUM;NA;14-05-39-N;38-47-05-E;7;51;103;52;27;3;5
19276;Tigray;Central Tigray;AXUM;NA;14-05-40-N;38-47-18-E;7;49;103;54;29;3;5
19277;Tigray;Central Tigray;AXUM;NA;14-04-03-N;38-47-30-E;7;49;96;47;32;3;5
19278;Tigray;Central Tigray;AXUM;NA;14-03-47-N;38-47-17-E;7;49;101;52;38;3;2
19279;Tigray;Central Tigray;AXUM;NA;14-07-59-N;38-35-11-E;7;45;94;49;29;2;2
19280;Tigray;Central Tigray;AXUM;NA;14-11-47-N;38-36-06-E;7;44;95;51;32;2;2
19281;Tigray;East Tigray;WUKRO;NA;14-12-12-N;38-36-17-E;7;43;95;52;36;3;3
19282;Tigray;Central Tigray;LAELAY MYCHEW;NA;14-03-20-N;38-47-10-E;7;43;94;51;36;2;4
19283;Tigray;Central Tigray;LAELAY MYCHEW;NA;14-03-20-N;38-47-10-E;7;43;94;51;36;2;2
19284;Tigray;Central Tigray;AXUM;NA;14-02-37-N;38-46-59-E;7;42;87;45;20;2;2
19285;Tigray;Central Tigray;AXUM;NA;14-15-39-N;38-44-46-E;7;42;87;45;28;2;2
19286;Tigray;NA;MEREB;NA;14-21-28-N;38-49-41-E;7;43;88;45;24;2;2
19287;Tigray;Central Tigray;LAELAY MYCHEW;NA;14-04-09-N;38-39-26-E;7;48;94;46;20;3;5
19288;Tigray;Central Tigray;LAELAY MYCHEW;NA;14-03-56-N;38-39-25-E;8;47;98;51;28;3;5
19289;Tigray;Central Tigray;LAELAY MYCHEW;NA;14-03-56-N;38-39-25-E;5;44;98;54;23;2;2
19290;Tigray;Central Tigray;LAELAY MYCHEW;NA;14-03-05-N;38-39-26-E;5;48;98;50;24;3;5
19291;Tigray;Central Tigray;LAELAY MYCHEW;NA;14-03-04-N;38-39-27-E;5;49;98;49;23;3;5
19292;Tigray;Central Tigray;LAELAY MYCHEW;NA;14-00-55-N;38-39-04-E;5;42;86;44;40;2;2
19293;Tigray;Central Tigray;TAHTAY MAYCHEW;NA;14-00-32-N;38-39-15-E;5;45;94;49;40;3;5
19294;Tigray;Central Tigray;TAHTAY MAYCHEW;NA;13-59-39-N;38-36-48-E;5;44;94;50;33;3;5
19295;Tigray;Central Tigray;LAELAY MYCHEW;NA;14-05-07-N;38-39-38-E;5;46;101;55;32;3;2
19296;Tigray;Central Tigray;LAELAY MYCHEW;NA;14-06-08-N;38-39-38-E;8;47;101;54;23;3;5
19297;Tigray;Western Tigray;MEDBAY ZANA;NA;14-04-12-N;38-25-39-E;7;48;101;53;24;3;5
19298;Tigray;Central Tigray;TAHTAY MAYCHEW;NA;14-02-30-N;38-26-18-E;5;44;94;50;23;3;4
19299;Tigray;Western Tigray;MEDBAY ZANA;NA;14-00-11-N;38-26-34-E;7;44;95;51;33;2;2
19300;Tigray;Western Tigray;ZANA;NA;13-58-00-N;38-27-30-E;7;48;95;47;39;2;3
19301;Tigray;Western Tigray;KORARO;NA;14-03-43-N;38-13-45-E;7;52;104;52;21;3;4
19303;Tigray;Western Tigray;TAHTAY KORARO;NA;14-03-10-N;38-13-42-E;8;48;94;46;39;3;2
19304;Tigray;NA;TSIMIBLA;NA;14-00-27-N;38-12-42-E;8;54;105;51;42;3;5
19305;Tigray;NA;ENDABAGUNA;NA;13-54-31-N;38-10-42-E;8;42;84;42;32;2;4
19306;Tigray;Western Tigray;MYTSEBRI;NA;13-37-27-N;38-09-02-E;5;46;97;51;40;3;4
19307;Amara;North Gondar;DEBARK;NA;13-15-55-N;37-52-50-E;5;51;96;45;35;3;4
