Accession;Region;Zone;District;Locality;Lat;Long;Edate;Hdate;Mdate;GfilP;PL;Ptype;SC
235355;Tigray;Central Tigray;KOLA TEMBEN;18km From Junction of Abi-Adi-Hagere Selam;13-35-00-N;39-11-00-E;6;44;92;48;23;1;3
235356;Tigray;Central Tigray;DEGUA TEMBEN;Keih Tekli 20km Junction of Abi-Adi-Hagere Selam;13-35-00-N;39-11-00-E;8;45;92;47;14;1;3
235357;Tigray;Central Tigray;KOLA TEMBEN;Keih Tekli 22km Junction of Abi-Adi-Hagere Selam;13-36-00-N;39-11-00-E;5;45;92;47;38;3;5
235358;Tigray;Central Tigray;KOLA TEMBEN;Keih Tekli 30km Junction of Abi-Adi-Hagere Selam;13-37-00-N;39-12-00-E;5;43;92;49;36;3;4
235359;Tigray;Central Tigray;DEGUA TEMBEN;Mah-Bereslase 32km Junction of Abi-Adi-Hagere Selam;13-37-00-N;39-12-00-E;5;45;92;47;19;2;3
235360;Tigray;Central Tigray;DEGUA TEMBEN;Mah-Bereslase 31km Junction of Abi-Adi-Hagere Selam;13-37-00-N;39-13-00-E;6;44;93;49;16;2;5
235361;Tigray;East Tigray;WUKRO;28km From Hagere Selam to Mekele;13-38-00-N;39-14-00-E;6;45;93;48;33;3;4
235365;Tigray;Central Tigray;DEGUA TEMBEN;3km From Hagere Selam-Mekele RD;13-38-00-N;39-13-00-E;6;45;91;46;28;2;3
235366;Tigray;East Tigray;WUKRO;25km From Hagere Selam to Mekele RD;13-40-00-N;39-15-00-E;6;45;91;46;25;2;3
235375;Tigray;South Tigray;HINTALO WAJIRAT;Dansa 24Km from Mekele to Samre Rood;13-28-00-N;39-27-00-E;6;45;90;45;20;2;3
235376;Tigray;South Tigray;HINTALO WAJIRAT;Dansa 26Km from Mekele to Samre Rood;13-27-00-N;39-26-00-E;6;45;90;45;25;2;3
235377;Tigray;South Tigray;HINTALO WAJIRAT;Mequadiet 39Km from Mekele to Samre Rood;13-26-00-N;37-24-00-E;7;45;90;45;26;2;1
235659;SNNPR;Benchi Maji;DIRASHE special;50km.from Arbaminch to  Konso Rood;05-59-00-N;37-32-00-N;7;46;97;51;18;3;1
235669;SNNPR;Benchi Maji;KONSO special;Lahaite, 17km. From Konso to  Jinka;05-16-00-N;37-23-00-E;5;56;98;42;40;3;5
235758;Amara;North Gondar;ALEFA;Chachenalu (Gohel) 15Km from Delgge on the way to Chewe Deba;12-14-00-N;37-05-00-E;6;45;92;47;25;2;2
235849;Amara;North Gondar;LAY ARMACHO;Sebia, 9Km. Gonder - Tigray;12-28-00-N;37-38-00-E;6;45;92;47;19;2;2
235850;Amara;North Gondar;LAY ARMACHO;Sebia, 10Km. Gonder - Tigray;12-28-00-N;37-38-00-E;7;44;92;48;18;1;2
235851;Amara;North Gondar;WEGERA;Encho Gorocho, 46Km. Gonder - Tigray;12-33-00-N;37-46-00-E;6;40;85;45;20;1;4
235852;Amara;North Gondar;ADDI ARKAY;Dib Bahir, 15Km. Debark - Tigray;13-14-35-N;37-53-21-E;5;43;81;38;24;4;5
235853;Amara;North Gondar;ADDI ARKAY;Adibas, 19Km. Debark - Tigray;12-25-9-N;36-57-15-E;5;43;81;38;38;5;5
235856;Amara;North Gondar;LAY ARMACHO;8Km. Gonder - Humera;12-37-00-N;37-33-00-E;5;45;92;47;23;4;3
235857;Amara;North Gondar;LAY ARMACHO;19Km. Gonder - Humera;12-39-00-N;37-33-00-E;5;43;93;50;40;4;3
235860;Amara;North Gondar;GONDAR ZURIA;Loza, 3Km. Gonder - Chilga;12-32-00-N;37-32-00-E;5;43;93;50;34;2;3
235861;Amara;North Gondar;GONDAR ZURIA;Loza, 6Km. Gonder - Chilga;12-32-00-N;37-32-00-E;6;44;93;49;28;2;5
235862;Amara;North Gondar;GONDAR ZURIA;Senbet Deber 20Km. - Chilga;12-32-00-N;37-31-00-E;6;46;97;51;27;2;4
235863;Amara;North Gondar;GONDAR ZURIA;Samnu, 43Km. Gonder - Chilga;12-32-00-N;37-30-00-E;8;55;97;42;20;4;4
235864;Amara;North Gondar;ALEFA;Chew Diba;12-23-00-N;37-28-00-E;7;43;95;52;19;4;4
235866;Amara;North Gondar;ALEFA;Shawera;12-17-00-N;36-26-00-E;7;49;109;60;45;3;4
236739;Amara;North Shewa;MAFUDMEZEZO MOJANA;Armaniya, 13km From /Debresina-Dese;09-54-00-N;39-49-00-E;8;55;102;47;24;3;5
236740;NA;NA;NA;Mesobit & Gedeba b/n Mesobit & Alem Amba;09-54-00-N;39-48-00-E;7;55;102;47;39;3;5
236741;NA;NA;NA;Chimber;09-50-00-N;39-20-00-E;7;49;102;53;23;3;4
236742;Amara;North Shewa;SIYADEBRINA WAYU ENS;Wolle Deneba 2km From Debeba-Inewari;09-46-00-N;39-10-00-E;6;43;93;50;23;2;4
236743;Amara;North Shewa;SIYADEBRINA WAYU ENS;15km From Debeba to Muketuri;09-43-00-N;39-07-00-E;7;44;93;49;21;2;3
236745;Oromiya;North Shewa;YAYA GULELENA D/LIBA;Edoro 47km From Deneba-Mukturi;09-40-00-N;39-02-00-E;7;45;94;49;24;2;3
236746;Oromiya;North Shewa;YAYA GULELENA D/LIBA;Muketri Sale b/n Muketuri-Debretsige;09-36-00-N;38-52-00-E;9;40;86;46;14;2;3
236747;Oromiya;North Shewa;HIDABU ABOTE;Abote Sire Moresa;09-45-00-N;38-38-00-E;6;45;93;48;18;2;4
236748;Oromiya;North Shewa;HIDABU ABOTE;Abote Sire Moresa;09-45-00-N;38-38-00-E;7;45;93;48;23;2;3
236750;Oromiya;North Shewa;WARA JARSO;Geha tsion, Wolle chilelo 7km Gohatsion-Fiche;09-57-00-N;38-18-00-E;7;45;94;49;40;2;4
236751;Oromiya;North Shewa;GERAR JARSO;Doyu gendegida Few km Fiche-Yayo Gwele;09-37-00-N;38-43-00-E;7;44;95;51;11;1;3
236752;Oromiya;West Shewa;DENDI;Dendi Kela & Imbortu 3km Ihudgebya;08-52-00-N;38-17-00-E;6;44;93;49;38;2;3
236753;Oromiya;West Shewa;DENDI;Dendi Bulto Awash;08-50-00-N;38-07-00-E;7;45;93;48;36;2;3
236754;Oromiya;West Shewa;AMBO;Guder Melkaged 4km From Guder-Ambo;08-57-00-N;37-46-00-E;7;48;101;53;38;3;5
236755;Oromiya;West Shewa;AMBO;Kolebalencha 23km From Ambo-Geda;08-58-00-N;37-40-00-E;7;56;98;42;36;3;4
236756;Oromiya;West Shewa;CHELIYA;Gedo,Gurra 10km From Gedo-Bako;08-59-52-N;37-27-00-E;6;45;93;48;33;2;3
236757;Oromiya;West Shewa;ADDA BERGA;Agenayllo 3km From Inchini-Muger;09-02-00-N;37-48-32-E;6;43;93;50;33;2;3
236758;Oromiya;West Shewa;WONCHI;Wenchi, Senkell 48km From Ambo-Welliso;08-47-00-N;37-52-00-E;7;45;93;48;32;2;3
236760;Oromiya;West Shewa;WALISONA GORO;Andodi 18km From Weliso-Addis Ababa;08-37-00-N;38-04-00-E;6;51;96;45;23;2;5
236761;Oromiya;West Shewa;WONCHI;Cheto Climtu 5km chito to Amaya;08-33-00-N;37-56-00-E;6;44;94;50;24;2;3
236943;Oromiya;Arsi;GEDEB;Bucho 01 & 02, 20Km Assasa to  W.side;07-19-00-N;39-16-00-E;7;43;95;52;32;3;2
236945;Oromiya;Arsi;TIYO;Bekoje, 30Km from the main Rd to Assela;08-37-00-N;39-24-00-E;7;45;95;50;23;3;5
236947;Oromiya;Arsi;HITOSA;Ada Hantuta, 5Km from the (RD) to Itaye;08-09-00-N;39-10-00-E;7;44;89;45;15;1;3
236949;Oromiya;Arsi;HITOSA;Huruta Hitosa, 10Km from Hurutu E. side;08-09-00-N;39-21-00-E;7;44;94;50;23;2;5
236950;Oromiya;Arsi;HITOSA;Huruta Hitosa, 9Km from Hurutu S. side;08-09-00-N;39-21-00-E;6;45;92;47;39;2;3
236954;Oromiya;Arsi;SERU;Mecheka Mariam, 4Km from Siru E side;07-40-00-N;40-12-00-E;7;46;99;53;23;3;4
236955;Oromiya;Arsi;SERU;Mecheka Mariam, 10Km from Siru E side;07-40-00-N;40-12-00-E;6;48;94;46;21;2;5
236957;Amara;North Shewa;MINJARNA SHENKORA;Kimbi Meskaya, 6Km Arerte to East side;08-50-00-N;39-20-00-E;6;51;98;47;46;2;5
236958;Amara;North Shewa;MINJARNA SHENKORA;Arerte 02, 6Km from Arerte to East side;08-50-00-N;39-20-00-E;8;44;94;50;39;3;5
236959;Amara;North Shewa;MINJARNA SHENKORA;Bulle Sellase, from Arerte to East side;08-50-00-N;39-20-00-E;6;44;95;51;21;3;5
236960;Amara;North Shewa;MINJARNA SHENKORA;Bulle Sellase, 8Km from Arerte to East side;08-50-00-N;39-20-00-E;6;52;98;46;46;3;4
236961;Amara;North Shewa;MINJARNA SHENKORA;Kerro 12Km North of Shonkora;09-30-00-N;39-20-00-E;5;45;93;48;25;2;3
236962;Oromiya;East Shewa;GIMBICHU;Lemlem chefe, 4Km from Chefo Donsa to south;08-55-00-N;39-10-00-E;6;45;92;47;42;2;3
236963;Oromiya;East Shewa;GIMBICHU;Saffe Hujuba, 6Km from N.of Gimbichu;08-55-00-N;39-10-00-E;6;40;87;47;40;2;3
236964;Oromiya;East Shewa;GIMBICHU;Akako /Ambelta/ 10Km from Gimbichu;08-55-00-N;39-10-00-E;6;42;87;45;35;2;2
236969;Oromiya;East Shewa;ADA'A CHUKALA;Kefa, 06Km East of Debre Zeit;08-50-00-N;39-00-00-E;8;45;93;48;40;2;3
236970;Oromiya;East Shewa;ADA'A CHUKALA;Kumursa, 08Km East of Debre Zeit;08-50-00-N;39-00-00-E;7;48;100;52;27;2;2
236971;Oromiya;East Shewa;ADA'A CHUKALA;Beyo, 11Km East of Debre Zeit;08-50-00-N;39-00-00-E;7;47;100;53;25;3;5
236972;Oromiya;East Shewa;ADA'A CHUKALA;Shera, 12Km East of Debre Zeit;08-50-00-N;39-00-00-E;7;45;94;49;37;2;3
237122;Amara;North Shewa;MAFUDMEZEZO MOJANA;Armanya, 200Km from Debrebrhan to Dese;09-53-00-N;39-49-00-E;8;55;100;45;42;2;4
237123;Amara;North Shewa;MAFUDMEZEZO MOJANA;Chira meda, 205Km from Debrebrhan to Dese;09-53-00-N;39-49-00-E;8;56;101;45;40;3;4
237126;Amara;North Shewa;KEWET;Robet, 15Km from Shewa Robit to Desse;10-00-00-N;39-49-00-E;8;56;97;41;35;3;5
237130;Amara;North Shewa;EFRATANA GIDIM;Ataye, 5Km W of Ataye, church of Amanuel;10-00-00-N;39-49-00-E;6;45;93;48;40;2;4
237139;Amara;South Wolo;KALU;Kedida 105Km from Ataye to Dese;10-43-00-N;39-52-00-E;7;57;103;46;32;5;5
237140;Amara;South Wolo;TEHULEDERE;23Km from Desse to Weldia;11-19-00-N;39-41-00-E;7;57;98;41;27;3;4
237141;Amara;South Wolo;TEHULEDERE;013 Desse 38Km to Weldia;11-19-00-N;39-41-00-E;7;56;103;47;25;2;4
237142;Amara;South Wolo;AMBASEL;54Km from Desse to Weldia;11-19-00-N;39-41-00-E;7;56;103;47;40;4;5
237144;Amara;North Wolo;HABRU;Key Afer 17 kebele, Wirgesa 5Km to Weldia;11-19-00-N;39-41-00-E;7;45;94;49;23;2;2
237168;Tigray;South Tigray;ALAJE;34Km from Maychew to Mekele;12-50-00-N;39-35-00-E;7;45;93;48;21;2;3
237169;Tigray;South Tigray;ENDAMEHONI;Adi guden, 63Km from Maychew to Mekele;12-58-00-N;39-33-00-E;7;45;94;49;24;3;3
237170;Tigray;South Tigray;ENDERTA;Inda Yesus, 3Km from Mekele to Addis;13-30-00-N;39-38-00-E;7;44;93;49;18;2;4
237171;Tigray;South Tigray;ENDERTA;Adishidem;13-30-00-N;39-28-00-E;6;45;93;48;23;2;3
237172;Tigray;South Tigray;ENDAMEHONI;Adiguden;13-10-00-N;39-30-00-E;6;43;92;49;20;3;5
237173;Tigray;South Tigray;ENDERTA;Ainalem, opposit to Agricultural college of Tigray;13-30-00-N;39-25-00-E;7;44;91;47;38;2;5
237175;Tigray;South Tigray;MEKELE;3Km from Mekele, Alamino;13-30-00-N;39-28-00-E;7;45;91;46;36;2;3
237176;Tigray;South Tigray;ENDERTA;Adiekiagera, 10Km from Mekele to Samre;13-30-00-N;39-28-00-E;8;45;91;46;33;2;3
237177;Tigray;South Tigray;MEKELE;Dangolat, 20Km Mekele to Samre;13-30-00-N;39-28-00-E;8;45;94;49;19;2;3
237178;Tigray;South Tigray;HINTALO WAJIRAT;Indamariam Bohito, 27Km Mekele to Samere;13-30-00-N;39-28-00-E;8;42;86;44;16;2;2
237180;Tigray;South Tigray;SAMRE;Samre, May Abay, 27Km Mekele to Samere;13-30-00-N;39-28-00-E;7;40;85;45;35;2;4
237181;Tigray;South Tigray;SAMRE;Samre, 51Km Mekele to Samere;13-28-00-N;39-13-00-E;6;45;94;49;18;2;3
237182;Tigray;South Tigray;ENDERTA;6 1/2Km from Mekele to Temben;13-30-00-N;39-28-00-E;8;45;93;48;28;2;3
237183;Tigray;South Tigray;ENDERTA;24Km from Mekele to Temben;13-30-00-N;39-28-00-E;8;45;93;48;14;1;2
237184;Tigray;Central Tigray;DEGUA TEMBEN;18Km from Hagere Selam to AdiAdi;13-38-00-N;39-48-00-E;7;45;93;48;25;2;3
237189;Tigray;Central Tigray;KOLA TEMBEN;3Km from Abiy Adi to Adwa;14-11-00-N;38-56-00-E;7;44;94;50;20;3;3
237190;Tigray;Central Tigray;ADWA;Werri, Enda Tadeous, 130Km Mekele to Adwa;14-12-00-N;38-56-00-E;8;44;95;51;20;2;5
237191;Tigray;Central Tigray;WERIE LEHE;Mykinetal, Adigozer, 145Km Mekele to Adwa;14-12-00-N;38-56-00-E;7;45;93;48;40;3;5
237194;Tigray;Central Tigray;ADWA;Wereba, Haw-Aitkielo;14-12-00-N;38-56-00-E;8;45;93;48;25;3;5
237195;Tigray;Central Tigray;ADWA;Terait, 85Km from Abi Ade to Adwa;14-12-00-N;38-56-00-E;6;44;94;50;20;2;5
237196;Tigray;Central Tigray;ADWA;Moktem, 91Km from Abi Ade to Adwa;14-12-00-N;38-56-00-E;6;44;93;49;20;2;3
237197;Tigray;Central Tigray;ADWA;Gara, 10Km Adwa to Mekele;14-12-00-N;38-56-00-E;6;45;94;49;25;2;2
237198;Tigray;Central Tigray;ADWA;Adi Abun Adi Akasin, 10Km Adwa to Rama;14-12-00-N;38-56-00-E;6;45;92;47;23;3;5
237201;Tigray;Central Tigray;ADWA;Adi Ferese, 14Km from Rama to Halelo;14-19-00-N;38-49-00-E;6;40;79;39;21;3;3
237206;Tigray;Central Tigray;ADWA;Myshana, 7Km Adi Abun to Rama;14-19-00-N;38-49-00-E;6;45;94;49;26;2;3
237207;Tigray;Central Tigray;ADWA;Adi Abun, Inda mariam, Shwto;14-11-00-N;38-52-00-E;8;49;96;47;24;2;4
237208;Tigray;Central Tigray;ADWA;17Km from Adwa to adigraf;14-12-00-N;38-56-00-E;8;43;92;49;25;2;4
237209;Tigray;Central Tigray;ENTICHO;Luhutse Tabya Yaha 23Km Adwa-Adigrat;14-12-00-N;38-56-00-E;8;45;95;50;19;2;4
237210;Tigray;Central Tigray;ENTICHO;Luhutse Tabya Yaha 25Km Adwa-Adigrat;14-12-00-N;38-56-00-E;7;44;93;49;18;2;3
237212;Tigray;Central Tigray;ENTICHO;Sero 6Km Inticho to Adigraf;14-12-00-N;38-56-00-E;7;45;93;48;34;2;5
237213;Tigray;Central Tigray;ENTICHO;Tukur, 6Km Inticho to Adigraf;14-12-00-N;38-56-00-E;7;48;91;43;28;2;4
237215;Tigray;East Tigray;SAESI TSAEDAEMBA;Indaga Hamus, 25Km adigrat to Mekele;14-10-48-N;39-33-41-E;7;49;98;49;15;1;3
237217;Tigray;East Tigray;WUKRO;3Km wikro to Mekele;13-47-04-N;39-35-00-E;7;43;85;42;22;1;3
237218;Tigray;East Tigray;WUKRO;Agueaa 12Km Wikro to Mekele;13-56-30-N;39-29-11-E;7;45;93;48;23;1;5
237219;Tigray;East Tigray;WUKRO;Agueaa 13Km Wikro to Mekele;13-56-30-N;39-29-11-E;7;45;94;49;27;2;4
237220;Tigray;East Tigray;WUKRO;Agueaa 13Km Wikro to Mekele;13-56-30-N;39-29-11-E;6;45;94;49;24;3;5
237221;Tigray;East Tigray;WUKRO;Agueaa 16Km Wikro to Mekele;13-56-30-N;39-29-11-E;6;45;92;47;29;2;2
237222;Tigray;East Tigray;GANTA AFESHUM;Adigrat Kerseber, 7Km Adigrat Asmera;14-26-00-N;39-29-00-E;6;44;94;50;32;2;4
237223;Tigray;Central Tigray;ADWA;Myfuagua, 4Km Adi Abun to Axum;14-10-00-N;38-45-00-E;6;45;94;49;36;2;3
237224;Tigray;Central Tigray;ADWA;Myfuagua, 10Km Adi Abun to Axum;14-10-00-N;38-45-00-E;7;45;93;48;36;2;4
237225;Tigray;Central Tigray;LAELAY MAYCHEW;Indayesus, 15Km Adwa to Axum;14-10-00-N;38-45-00-E;7;45;93;48;20;2;3
237226;Tigray;Central Tigray;LAELAY MAYCHEW;Hatsebo, 16Km Adwa to Axum;14-10-00-N;38-45-00-E;7;44;93;49;28;2;2
237227;Tigray;Central Tigray;LAELAY MAYCHEW;5Km Axum to Shire;13-30-00-N;38-45-00-E;7;49;99;50;18;3;4
237229;Tigray;Central Tigray;LAELAY MAYCHEW;20Km Axum to Adiet;13-30-00-N;38-45-00-E;7;51;97;46;23;3;5
237231;Tigray;Central Tigray;TAHTAY MAYCHEW;Adi Hutsa Tabya, 25Km Axum-Adiet;13-30-00-N;38-45-00-E;7;45;92;47;40;3;4
237232;Tigray;Central Tigray;TAHTAY MAYCHEW;Dra Dubra, 8Km Axum to Shire;13-30-00-N;38-45-00-E;7;44;93;49;38;3;4
237233;Tigray;Central Tigray;TAHTAY MAYCHEW;12Km Axum to Shire;13-30-00-N;38-45-00-E;7;43;93;50;24;2;3
237235;Tigray;Central Tigray;TAHTAY MAYCHEW;May Berazo Tach Maychew;13-30-00-N;38-45-00-E;6;43;93;50;23;2;3
237236;Tigray;Western Tigray;MEDEBAY ZANA;Seleklaka, 31Km Axum to Shire;13-30-00-N;38-45-00-E;6;52;98;46;36;3;4
237238;Tigray;Western Tigray;MEDEBAY ZANA;Selekleka, 5km. Selekleka-shire;14-00-00-N;38-00-00-E;8;52;98;46;40;2;4
237239;Tigray;Western Tigray;MEDEBAY ZANA;Belese 46 Axum shire;14-00-00-N;38-00-00-E;6;52;98;46;33;2;3
237242;Tigray;Western Tigray;TAHTAY KORARO;Enda selasie 65 km Axum shire;14-00-00-N;38-00-00-E;6;45;93;48;33;3;3
237243;Tigray;Western Tigray;TAHTAY KORARO;Adihan 3 km Endaslasie Adidaero;14-21-00-N;38-11-00-E;6;43;95;52;32;2;3
237244;Tigray;Western Tigray;TAHTAY KORARO;Addidaero Rd. from Endaslasie;14-21-00-N;38-11-00-E;7;45;93;48;32;3;3
237245;Tigray;Western Tigray;LAELAY ADIYABO;Adedairo,16 km Endaslasie to Adi Daro;14-21-00-N;38-11-00-E;8;44;93;49;23;3;5
237246;Tigray;Western Tigray;LAELAY ADIYABO;Adedairo, 39 km Endaselasie sheraro Rd.;14-21-00-N;38-11-00-E;7;52;99;47;24;3;3
237247;Tigray;Western Tigray;LAELAY ADIYABO;Adedairo 39km. indaslase-sheraro;14-21-00-N;38-11-00-E;7;45;93;48;23;2;5
237249;Tigray;Western Tigray;LAELAY ADIYABO;Adi Nebried 55 km Endaslasie sheraro;14-00-00-N;38-00-00-E;7;45;92;47;24;2;3
237250;Tigray;Western Tigray;TAHTAY KORARO;Adinebrid, 55km. indaslase to shire;14-00-00-N;38-00-00-E;6;46;98;52;43;3;3
237252;Tigray;Western Tigray;TAHTAY KORARO;13km. from shire to gonder;14-00-00-N;38-00-00-E;7;46;98;52;23;2;5
237253;Tigray;Western Tigray;ASEGEDE TSIMBELA;Azmach Redai 33 km shire Gonder;14-00-00-N;38-00-00-E;6;45;92;47;39;2;4
238141;Amara;North Wolo;GUBA LAFTO;510km. from Addis ababa to tigrai;11-08-00-N;39-08-00-E;6;48;99;51;21;3;4
238142;Tigray;South Tigray;ALAJE;Hiwanet 50km. from mekele to wolo;13-03-00-N;39-30-00-E;6;46;99;53;24;3;5
238143;Tigray;East Tigray;GANTA AFESHUM;Adiguden mynebre, 46km. mekele to Addis ababa;13-05-00-N;39-02-00-E;6;45;95;50;45;3;3
238144;Tigray;Central Tigray;ADWA;Mekuten, or mytium 10km. Adwa to Temben;14-02-00-N;38-04-00-E;6;44;95;51;23;2;3
238146;Tigray;Central Tigray;ADWA;Terait, 14km. Adwa to temben to Abi adi;14-02-00-N;38-04-00-E;6;44;95;51;40;2;2
238147;Tigray;Central Tigray;ADWA;Terait 15km. from adwa to temben;14-02-00-N;38-04-00-E;6;45;94;49;38;2;3
238148;Tigray;Central Tigray;ADWA;17km. from Adwa to temben;14-02-00-N;38-04-00-E;8;45;95;50;36;2;5
238149;Tigray;Central Tigray;ADWA;Logomti 19km. Adwa to temben;14-02-00-N;38-04-00-E;6;44;95;51;33;2;4
238150;Tigray;Central Tigray;WERIE LEHE;May kental, Lekanai 20km. Adwa to temben;14-02-00-N;38-04-00-E;6;41;85;44;32;2;4
238151;Tigray;Central Tigray;WERIE LEHE;May kental, junction of indagarbi;14-02-00-N;38-04-00-E;6;43;95;52;23;2;5
238152;Tigray;Central Tigray;ENTICHO;Indachiwa, 31km. from Adwa to Indagarbi;14-04-00-N;38-04-00-E;8;43;95;52;24;2;3
238153;Tigray;Central Tigray;ENTICHO;Indachiwa, 30km. from Adwa to Indagarbi;14-04-00-N;38-04-00-E;8;44;95;51;23;2;5
238154;Tigray;Central Tigray;ENTICHO;Indagarbi 45km. from Adwa to Indagarbi;14-04-00-N;39-35-00-E;6;45;94;49;23;3;4
238155;Tigray;Central Tigray;ENTICHO;Indagarbi, 45km. Adwa to Indagarbi;14-04-00-N;39-35-00-E;7;45;95;50;39;2;4
238156;Tigray;Central Tigray;ENTICHO;Indagarbi 8km. away from Indagarbi;14-04-00-N;39-35-00-E;8;45;95;50;21;2;4
238157;Tigray;Central Tigray;ENTICHO;Indagarbi Indamehone;13-04-00-N;39-35-00-E;8;44;95;51;46;2;5
238158;Tigray;Central Tigray;ENTICHO;Gushena;13-04-00-N;39-35-00-E;6;45;95;50;25;2;5
238159;Tigray;Central Tigray;ENTICHO;Adi Hutsa 27km. away from Indagarbi to feresonar;13-04-00-N;39-35-00-E;6;42;87;45;42;2;5
238160;Tigray;Central Tigray;ENTICHO;Feresmay, 27km. from endarbi to feresmay;13-04-00-N;39-35-00-E;6;44;95;51;19;1;4
238161;Tigray;Central Tigray;ENTICHO;Zafa, 5km. from feresmay to Adwa;13-47-06-N;38-49-14-E;6;44;95;51;40;2;3
238162;Tigray;Central Tigray;MEREB LEHE;Adage, 21km. from Adwa to ahisai;14-02-00-N;38-04-00-E;7;45;94;49;35;2;3
238163;Tigray;Central Tigray;MEREB LEHE;25km. from Adwa to ahisai;14-02-00-N;38-04-00-E;7;44;95;51;40;2;4
238164;Tigray;Central Tigray;MEREB LEHE;Haftom, 15km. from Ahesai to mereb;14-02-00-N;38-04-00-E;7;45;95;50;27;3;3
238165;Tigray;East Tigray;GANTA AFESHUM;Betehawariat, 10k. adigrat to mekele;13-57-50-N;39-29-11-E;7;49;102;53;37;2;3
238166;Tigray;East Tigray;GANTA AFESHUM;12km. from adigrat to mekele;13-57-50-N;39-50-00-E;7;51;98;47;29;2;3
238167;Tigray;East Tigray;HAWZEN;Hawzen, 9km. south of hawzen tawn;13-58-46-N;39-52-00-E;7;41;85;44;25;2;3
238168;Tigray;East Tigray;HAWZEN;Hawzen, 9km. south of hawzen tawn;13-58-46-N;39-52-00-E;7;41;85;44;23;2;4
238169;Tigray;East Tigray;HAWZEN;Hawzen, 20km. from senkata to hawzen;13-58-46-N;39-52-00-E;6;43;95;52;20;1;5
238170;Tigray;East Tigray;HAWZEN;Hawzen grars, 17km. senkata to Hawzen;13-58-46-N;39-52-00-E;8;45;95;50;19;1;3
238171;Tigray;East Tigray;WUKRO;Dbaro, 7km. from wikro to Atsibi;13-09-00-N;39-08-00-E;7;44;95;51;24;1;3
238172;Tigray;East Tigray;WUKRO;Adisebha, 15km. from wikro to atsbi;13-09-00-N;39-08-00-E;7;45;95;50;20;1;4
238174;Tigray;East Tigray;WUKRO;Indamehone, 30km. from asibi to mekele;13-52-00-N;39-43-00-E;6;42;84;42;12;1;2
238175;Tigray;East Tigray;WUKRO;Indamehone, 30km. from asibi to mekele;13-52-00-N;39-43-00-E;6;41;86;45;18;1;3
238176;Tigray;Central Tigray;DEGUA TEMBEN;Hagere selam, 7km. Hagereselam to Abi Adi;13-30-00-N;38-50-00-E;7;45;95;50;23;2;3
238181;Tigray;Central Tigray;TAHTAY MAYCHEW;Adihutsa;14-04-00-N;38-05-00-E;8;44;95;51;21;2;5
238182;Tigray;Central Tigray;NAEDER ADET;Sheka 30km. Axum to Adiet;14-04-00-N;38-05-00-E;6;44;95;51;24;2;4
238183;Tigray;Central Tigray;LAELAY MAYCHEW;Dura, 5km. Axum to shire;14-04-00-N;38-05-00-E;6;45;94;49;18;2;4
238184;Tigray;Central Tigray;LAELAY MAYCHEW;Myzagra, 7km. from axum to shire;14-04-00-N;38-05-00-E;7;43;95;52;23;2;3
238185;Tigray;Central Tigray;TAHTAY MAYCHEW;Diblelar, 13km. from Axum to shire;14-04-00-N;38-05-00-E;8;44;95;51;40;2;2
238186;Tigray;East Tigray;WUKRO;The way to chila RD 1km. wikro to chila;13-09-00-N;39-09-00-E;6;45;94;49;38;2;2
238187;Tigray;East Tigray;WUKRO;5km. wikro to chila;13-07-00-N;39-09-00-E;6;45;94;49;36;2;4
238188;Tigray;East Tigray;WUKRO;10km. from wikro to chila;13-09-00-N;39-09-00-E;7;44;95;51;33;2;3
238189;Tigray;Central Tigray;TAHTAY MAYCHEW;Chila, 17km. wikro to chila RD;13-09-00-N;39-09-00-E;7;45;95;50;19;3;5
238191;Tigray;East Tigray;ATSBI WENBERTA;Semeret, 7km. Axum to Nadier;14-05-00-N;39-06-00-E;7;45;95;50;16;2;2
238192;Tigray;Western Tigray;MEDEBAY ZANA;Selekleka, Akatsin, 20k. Axum to shire;14-05-00-N;39-06-00-E;6;45;95;50;35;2;5
238193;Tigray;Western Tigray;MEDEBAY ZANA;Selekleka, Akatsin, 30k. Axum to shire;14-05-00-N;39-06-00-E;6;45;95;50;18;2;5
238194;Tigray;Western Tigray;MEDEBAY ZANA;Selekleka, 2km. selekleka to Shire;14-05-00-N;39-06-00-E;6;44;95;51;28;2;3
238195;Tigray;Western Tigray;MEDEBAY ZANA;Selekleka, 2km. selekleka to Shire;14-05-00-N;39-06-00-E;7;45;94;49;25;2;4
238196;Tigray;Western Tigray;MEDEBAY ZANA;Selekleka, 5km. from the junction of Shire;14-05-00-N;39-06-00-E;7;43;95;52;20;2;2
238198;Tigray;Western Tigray;ENDASELASIE;26km. Sekejkeja ti Inda slase;14-05-00-N;38-00-00-E;7;45;95;50;20;2;4
238199;Tigray;Western Tigray;ENDASELASIE;Adi hano 5km. from Indaslase to shire;14-06-00-N;38-09-00-E;7;44;95;51;40;3;5
238200;Tigray;Western Tigray;LAELAY ADIYABO;Adidairo, 150km. from Indaslase;14-06-00-N;38-09-00-E;7;44;95;51;20;2;5
238202;Tigray;Western Tigray;TAHTAY KORARO;Adihageray, 80km. from indaslase to shire;14-06-00-N;38-09-00-E;7;44;93;49;17;2;3
238203;Tigray;Western Tigray;TAHTAY KORARO;7km. from Indaslase to semema;14-06-00-N;38-09-00-E;7;45;95;50;25;2;4
